DISTRICT_CODE,DISTRICT_NAME,member_2015,instruction_2015,pupilstaffsupport_2015,admin_2015,operations_2015,transportation_2015,facility_2015,foodcommservice_2015,member_2016,instruction_2016,pupilstaffsupport_2016,admin_2016,operations_2016,transportation_2016,facility_2016,foodcommservice_2016,member_2017,instruction_2017,pupilstaffsupport_2017,admin_2017,operations_2017,transportation_2017,facility_2017,foodcommservice_2017,member_2018,instruction_2018,pupilstaffsupport_2018,admin_2018,operations_2018,transportation_2018,facility_2018,foodcommservice_2018,member_2019,instruction_2019,pupilstaffsupport_2019,admin_2019,operations_2019,transportation_2019,facility_2019,foodcommservice_2019,member_2020,instruction_2020,pupilstaffsupport_2020,admin_2020,operations_2020,transportation_2020,facility_2020,foodcommservice_2020,member_2021,instruction_2021,pupilstaffsupport_2021,admin_2021,operations_2021,transportation_2021,facility_2021,foodcommservice_2021,member_2022,instruction_2022,pupilstaffsupport_2022,admin_2022,operations_2022,transportation_2022,facility_2022,foodcommservice_2022,member_2023,instruction_2023,pupilstaffsupport_2023,admin_2023,operations_2023,transportation_2023,facility_2023,foodcommservice_2023
3434,Menominee Indian,901,9029182,2009184,2564417,2313439,578351,777241,723514,887,9285973,2553599,2470968,2520296,706881,1591411,705302,915,9911439,2446741,2644237,2276130,657570,408776,724203,938,9743443,2444089,2767502,2865073,985462,389602,750492,951,10076102.27,2334605.32,2720147.74,2575803.57,1055014.65,1137488.46,779812.8,980,10393501.04,2628616.17,2596883.47,2506291.34,1152131.74,585896.58,876367.91,986,10573906.67,2835426.02,2722868.01,2544680.61,1033188.94,804395.78,1056500.22,976,11416100.05,2592922.29,3047504.5,3904624.67,1252559.29,1336764.51,932125.16,1043,12035770.97,3152051.42,2819292.61,3013090.04,1537835.93,3314428.41,962616.41
3437,Menomonee Falls,3822,26994540,4854257,3490299,8339376,2041500,4330217,3525922,3807,26832904,4973457,3600624,8319587,2014895,3517628,3608215,3823,26906393,4879997,3560801,8498199,1915255,5169091,3314199,3820,26466897,4868882,3517716,8271746,1883092,3611932,3351717,3871,26670704.04,5809902.59,3604091.03,8666745.09,2101598.94,4875356.37,3675025.15,3877,26467083.08,6067774.8,3676609.94,8040830,1566274.72,6270277.27,3453904.85,3842,28084961.52,6193180.42,3826003.23,8275133.12,2130995.1,6000168.62,3042792.02,3952,31748048.23,6120040.69,4028505.09,7897270.28,2651826.24,4789160.24,4017291.88,4007,31692595.71,6281386.35,4125429.24,8342701.03,2337825.1,4907282.64,4018176.61
3444,Menomonie Area,3411,21899260,2775019,2940504,4474683,1964950,3489478,1905937,3378,21455921,2645557,3845564,4966427,1880109,4157152,1765573,3388,22745097,2802886,2902620,4751376,1999530,3493567,1879239,3488,23659887,2951976,3535848,4712512,2016547,4659355,1813241,3601,23344549.59,3309803.76,3513115.16,4877676.62,2006503.28,3864038.15,1939203.59,3565,23416422.68,3183258.29,3584572.5,4327644.65,1554287.91,3922322.09,2027439.94,3312,26049593.04,3407950.93,4242032.78,5403202.06,2128266.94,5328998.38,2227078.48,3489,25343937.55,3769519.37,4984674.05,5064236.56,2388058.67,3693916.45,2343654.59,3521,27213841.3,4079230.82,4744853.99,4909982.54,2750245.02,4826487.28,2631472.75
3479,Mequon-Thiensville,3480,23511103,4696191,3678761,7506210,2255204,1674753,2221133,3553,24088085,4892559,3842212,5667685,2164150,4452329,2019223,3530,24274106,5237525,4007190,6077141,2104519,5430275,1994129,3530,24957953,5382207,3906356,5899518,2225521,4856105,2065532,3605,25923901.73,5531492.57,3832246.68,6501646.23,2231383.4,2663926.08,2285486.34,3589,27086819.18,5775399.17,3974772,6516618.06,1676850.5,1893078.34,2130576.49,3482,27972617.34,5667266.18,4107971.89,7250744.39,2081368.46,2343083.14,2127503.76,3478,29349454.08,6705742.27,4099216.73,7551292.6,2396463.67,7917633.25,3217277.75,3557,29635965.72,7341937.8,4018404.59,7618414.78,2550871.03,4778851.54,3179157.27
3484,Mercer,141,1469176,238877,347485,279014,178280,17546,276570,137,1403202,241152,348099,309169,201674,24170,311327,147,1561596,250601,352370,339962,217995,30783,301463,147,1681600,228867,352922,396931,187763,21381,277445,149,1671078.85,212627.65,435406.68,338008.47,191681.03,21320.73,189793.16,161,1596569.27,227302.47,501881.6,394657.97,174452.41,32493.25,191628.44,144,1783768,260728.45,365991.04,354247.67,165773.35,32493.25,199391.56,132,1847749.22,274754.85,448806.4,343902.86,180768.26,32493.25,277339.16,138,1916167.95,316518.88,442137.25,261483.52,184525.3,32493.25,305776.64
3500,Merrill Area,2792,18634705,2901711,3336454,4889301,2045841,2262663,1421104,2758,18553372,2717413,3524610,5454303,2020783,1914712,1404060,2707,18331653,2755204,3732759,5890016,2110768,4293350,1385232,2637,17766734,3175306,3439703,6484635,2237015,2068562,1431263,2642,18152189.36,3062848.29,3444617.93,7341544.55,2262633.32,1582504.1,1475369.15,2579,18247929.91,3359793.68,3916455.65,6519707.39,2231949.19,624854.59,1372766.12,2484,17688612.75,4193145.87,3555819.56,7265516.41,2218960.09,784165.48,1211045.42,2449,18627682.24,5023080.45,3413354.61,7364533.99,2432382.82,552797.74,1531907.86,2395,18344508.29,5300533.61,3222321.4,6326733.21,2510904.48,13179.55,1665738.53
3528,Merton Community,875,5307559,591008,897552,1537228,225715,1050380,263435,858,5193358,692241,859785,1681914,281153,487679,312235,821,5353556,626213,861785,1695599,272902,490507,270760,818,4991017,840836,920473,1563905,274313,489787,232922,802,5091126.9,832958.91,931448.97,1392231.93,278912.5,257718,267929,805,5036082.98,757749.96,939254.55,1296756.07,249976.94,296485.62,207993.11,795,5338950.92,723219.41,923912.01,1213503.08,279830.31,1246139.46,279561.63,836,5766799.59,821732.33,987038.31,1252510.95,301504.03,1066143.04,483323.86,877,6141179.76,947547.17,1008300.19,1323883,341482.04,273058.46,412973.73
3549,Middleton-Cross Plains,6504,48634524,8088429,5066543,8951843,3089987,9519273,2927237,6735,49961363,8970404,5064166,9665867,2934277,7768823,2320101,6979,52695835,9968335,5055021,9537011,3270576,7776918,2211336,7216,54774155,10627065,5177545,10452985,3253375,7726153,2196086,7410,56707059.02,11434372.77,5241935.14,11079469.52,3399884.35,2391741.37,2367381.54,7530,58360757.65,13202819.36,6316795.73,11810761.68,3742404.96,16354499.32,2310784.93,7367,60262220.53,13531880.7,6455061.53,14073401.49,2303389.6,13663881.63,1956850.4,7357,61001187.7,14127042.36,6653047.91,14426130.53,2899666.47,16044565.62,2949418.15,7407,62236288.66,15719146.29,6849240.41,13888868.67,3076327.54,23047364.95,3409187.86
3612,Milton,3470,21806026,2919066,4139828,4138047,1407411,1704343,1358798,3525,24669326,3230992,4811258,1088814,1328360,1451203,1409912,3571,23655417,3472244,4545269,4931037,1476352,2046204,1347395,3557,24530473,3699383,4660341,4356961,1422253,1608747,1683242,3584,27662656.96,3939523.81,4010991.44,3676120.32,1857484.08,1328199.75,1356801.7,3557,25738312.86,3838391.31,4101434.48,5198980.16,1794990.9,3468008.41,1268603.66,3517,28732134.69,3358928.21,3701798.74,4902507.96,1827886.34,4581210.73,1294614.57,3479,27642385.56,4405419.41,3775303.7,6443815.4,1918668.81,5531547.57,1989313.84,3458,27621817.49,4370334.96,3999600.83,6802033.55,2201164.31,8262177.18,1730867.52
3619,Milwaukee,80437,636275631,130571018,81431936,148281235,60877259,35066436,76082778,78173,613909038,125733345,86372502,136803834,62548718,51661206,75319876,78652,637214145,134776282,88973802,133251677,64717027,39357771,73389707,77164,616898236,141874384,92208453,147075440,62786219,37567041,78227999,75905,616788964.7,148364996.4,90848986,132644976.9,65657167,33161855,82448381.13,75384,626806061,153296993,94173538,129594099,62136412,27980714,86621579,73395,670040936.1,197477310,93488125,170394454.7,9246975,24989294,58067335,69572,688130758.1,219787411.5,97014857.87,167706267.4,56046708.95,26034077.92,78582400.82,68714,711713153.7,216834587.6,96235740.52,145452933.8,74658795.7,127434633.4,93984605.12
3633,Mineral Point,721,5863153,598355,922937,1457976,406968,88626,466964,705,6264816,693854,919958,1180643,394627,87701,446147,686,6274069,799096,960757,1296103,354787,100830,460844,690,6284536,826200,997542,1322764,366860,104504,458499,714,6207077.77,876295.61,932408.84,1434913.79,360394.78,131945.46,438192.41,711,6641665.04,870466.76,987977.5,1518224.67,314034.16,769710.67,443023.32,706,6818397.24,923086.72,1023901.39,1195421.06,398203.96,883442.22,384287.2,740,6986221.58,1300095.62,1072909.38,1462101.22,433087.06,876106.61,549210.25,737,7207129.99,1248605.7,1042686.92,1804029.45,561697.11,874849.51,557162.39
3640,Minocqua J1,548,3907914,644035,693723,1209793,563673,67850,449053,549,4168676,585701,655416,1059820,571895,461000,441852,545,4130285,709778,774065,1056437,588766,1958009,438967,590,4392594,635133,798469,1076213,562326,824277,418488,596,4925281.73,666494.8,887765.12,1027007.38,558717.15,207178.39,351458.71,599,5427345.49,661343.93,937935.11,1156474.49,514024.58,183940.32,396825.37,576,4950450.02,1068645.55,908801.22,1035713.25,561041.16,175263.5,416858.02,574,5567286.21,800666.55,1019363.69,1120948.7,614450.34,423473.98,365375.99,558,5534581.58,1015779.34,974765.51,1225265.88,663027.28,273417.78,295761.27
3661,Mishicot,806,5458509,1008075,1066169,1025793,321251,803901,412164,817,5173885,965623,1167698,1112160,391870,737381,419034,824,5297296,1070519,1151305,980433,337793,704529,438410,830,5354138,989859,1051818,953381,329094,615039,445316,829,5410130.54,921862.83,1007112.25,1316748.1,435496.02,701679,463579.59,842,5542422.38,1020472.32,994871.92,1526743.64,504603.79,689055,493300.78,826,5573154.67,1248675.58,1040921.2,1412895.81,453287.98,1511529.67,529378.56,858,5719308.57,1254819.67,1177654.18,1873670.3,360321.55,1624112.8,606711.48,849,6205242.17,1363140.13,1271111.22,1991112.85,606589.98,2051377,671131.33
3668,Mondovi,934,6026131,913279,1008218,1933863,509974,702791,561088,913,6061925,888495,1034389,1673909,760288,735208,550651,914,6104188,866315,998193,1778337,488004,786303,548240,981,6557797,895214,1039900,1549436,500266,646208,563083,967,6586028.17,1122393.94,1011080.32,1578356.95,753752.03,1582146.35,557372.48,929,6605996.62,1215547.87,1154248.82,1771674.78,481967.34,1401103.94,558655.31,877,7143291.67,1195065.13,1084069.79,1971179.66,419800.04,1521449.77,647985.42,937,7520699.26,1199943.17,1042101.48,1773824.04,788947.37,1346277.8,766120.33,965,7859969.52,1222625.23,1072425.8,1713606.48,553209.16,1361396.9,718679.45
3675,Monona Grove,3043,19957846,3122720,3868385,6333676,1444858,5661105,1347030,3066,20582785,2908755,3937248,6556442,1590705,5619010,1528873,3164,22091292,3191825,4362717,7421560,1842967,5415159,1587336,3207,23573412,3424162,4312136,7091561,2046967,5568233,1593367,3218,24529155.22,3888050.6,4582999.97,7751399.91,2237932.59,6372798.27,2019194.29,3244,25297462.21,3993643.44,4652784.39,7533646.98,2153539.25,8182375.34,2026313.25,3133,24389620.31,4099420.16,4688265.7,7699695.87,2221556.18,7222825.1,1634986.89,3203,26871092.16,4425724.8,5211632.17,8853166.8,2649745.41,6404421.75,2574643.25,3207,28955923.15,5901036.31,5676557.77,9479889.99,2674718.79,6454459,2937862.37
3682,Monroe,2573,18424889,3431970,2660947,4473666,985109,1914830,2175772,2539,18306136,3351437,2492006,4553947,965599,1492030,2148747,2526,18129391,3222633,2455983,5150304,1058960,1431288,2205618,2490,18572853,3451468,2588500,5280866,1050111,1370595,2313828,2474,18989992.31,4413000.48,2656118.64,4511624.92,1127259.4,1315275,2293777.26,2474,19027833.75,4391885.33,2606591.97,3970348.26,852237.22,1971003.92,2574683.43,2240,19792552.96,5062171.98,2579422.97,4321653.32,972717.19,1797093.16,2227180.78,2350,20395413.96,4426966.43,2595956.76,4086482.89,1232633.32,1825544.88,2679353.86,2317,21435630.48,4622994.43,2728926.98,4303674.2,1379799.11,4004521.92,2726660.12
3689,Montello,741,5346973,614707,774082,1370628,554307,585947,305362,718,4932926,523084,764839,1431418,537091,514370,293737,722,5191351,769386,801200,1388843,569815,502456,319355,741,5194300,907126,847200,1406178,637383,222456,326047,726,5296980.74,1018501.8,790669.34,1316568.06,603163.59,32355.67,328221.42,731,5873468.95,1178238.22,856005.78,1340776.13,577339.26,703955.83,364155.09,703,6369039.26,1122548.36,875816.91,1399579.84,539590.56,477671.47,353366.72,698,6396217.23,1330554.78,826677.68,1277186.47,654177.23,574526.39,368876.63,704,6944160.94,1657581.81,929557.35,1141391.39,690992.81,488275,392501.15
3696,Monticello,393,2736772,424096,515521,810114,184182,681202,199113,380,2783982,403506,550186,1071782,120002,296172,210150,391,2916088,495839,568613,907185,102574,428559,211421,366,3022983,421427,541544,990858,114330,319701,198056,362,3065159.35,651856.84,525411,808741.64,124190.69,497779.05,183948.93,359,3084322.56,556701.45,563385.08,879552.72,116546.55,283006.5,192314.41,356,3246585.73,657655.41,582383.41,651439.47,98583.23,298025.51,206505.4,341,3311630.95,706037.47,598727.61,559647.68,141874.77,192345.21,270496.53,337,3481910.31,754862.56,625523.6,697874.53,145846.5,156118.89,281782.79
3787,Mosinee,2053,14221697,2256192,2054329,2645163,1193905,962658,823532,2107,14510491,2206872,2125358,2615771,1001010,791519,789345,2035,14740013,2279211,2146730,2557738,1051671,784463,750551,2017,14854294,2462777,2270816,3370863,1164810,1074086,780102,2031,15082344.16,2346743.02,2405208.71,2725166.69,1163037.57,2184228.39,726914.36,2058,14533291.69,2536358.48,2162073.68,3516928.51,1123548.24,2204200.11,691169.46,2006,14904474.65,2828843.27,2358713.56,3529907.37,1154766.4,2611880.53,812363.59,2043,15369261.02,2844644.97,2413577.79,3663510.02,1261799.03,2103546.17,981089.06,2018,15764504.82,2702404.68,2633953.92,4020758.17,1277757.21,2032838.88,1402907.58
3794,Mount Horeb Area,2459,13775166,2503821,2703936,3959445,939138,3502697,833012,2415,14191964,2622824,3032363,3856866,782050,2892869,862331,2413,14587263,2734783,3268174,4056932,1004505,2874415,987264,2417,14927322,2890353,3206356,3920571,1206304,4273265,974012,2401,15798634.91,2839245.88,3198995.5,3952689.26,1175634.43,3536123.07,975758.67,2443,16844238.56,2914861.84,3588429.74,3905678.02,1161904.07,3923821.87,1104042.01,2344,16646194.91,2966196.53,3549333.04,4485406.15,1175638.21,3933121.78,971711.37,2327,16718686.83,3068456.43,3751632.03,4558031.05,997934.58,4677260.37,1179270.15,2335,17774218.92,3658751.71,3879952.55,4858097.92,1512806.08,5309986.51,1387916.29
3822,Mukwonago,4558,28780403,5153083,3741566,6070482,2720241,3225217,2139933,4656,29148577,4780115,3844752,5684105,2784581,3842737,2109794,4663,29666457,5252091,3777439,3778112,2863097,3674689,2129548,4678,29682284,4961381,4013255,4786238,2996643,7522976,2123282,4822,32697004.81,5684482.82,4554502.43,4642515.78,3144417.09,5280739.41,2626404.54,4842,32740186.24,6264775.91,4951862.58,5007739.27,2869595.18,9006334.74,2275067.95,4687,35384952.72,6789969.38,4541699.37,5954188.35,2985607.64,6565828.78,2360434.59,4855,34096050.93,9010521.74,4805182.95,5728232.09,3229788.36,10005722.76,3161000.51,4831,35166458.3,9769423.95,4713522.1,6627241.83,3072097.87,6161954.08,3210632.56
3857,Muskego-Norway,4818,32946742,5603893,4482468,6567113,2390373,3889392,1947679,4880,33361849,5934784,4865650,6104057,2484927,4100847,1929164,4904,32197680,5666160,4989642,6756388,2457848,4681244,1853869,4915,33424051,5703673,5009536,10567247,2494678,6446838,1996246,4916,33817600.52,6028550.47,5036740.6,7810418.56,2494351.81,8066198.72,2061255.87,4965,34469613.37,6431571,4977937.75,7902081.96,2591487.16,8589767.49,1913288.22,5014,36566517.69,6514895.05,5522929.08,8255248.07,2715122.22,6355255.37,2061333.26,4981,38391467.62,7092376.56,5711545.83,7895285.24,2869787.52,4290536.13,2570357.72,4933,39565412.14,6985906.73,6187389.9,9900464.07,3352493.28,9928683.28,2903596.61
3871,Necedah Area,709,5727696,795205,823373,1040751,447829,1016070,402258,708,5742095,1370657,821065,477922,429687,1009400,386643,712,5990584,732121,872181,964912,380170,588177,392005,727,5352610,907555,898287,1126276,530574,733444,432456,745,6094093.37,1207876.49,941402.94,1141871.11,528950.16,1790810.82,431794.27,731,6129461.74,1383502.73,961149.72,1232731.08,581685.51,755140.19,513396.98,717,6426932.21,1440744.87,1051518.12,1250550.08,466205.99,700100,427646.51,718,6506866.78,1910134.36,1183945.15,1654629.07,429114.83,1510447,523493.59,725,6082427.3,2033502.94,1185331.61,1561483.97,521414.8,1561667.74,591988.34
3892,Neenah,6432,43263775,5182662,5463914,11180834,1617203,2005643,2515852,6747,45093012,5150415,5757179,12206898,1834004,456799,2396484,6874,44580645,5468885,6045300,14138249,2066593,469417,2635113,6994,47685121,5971310,6715091,12123389,2235992,463217,2709738,7034,49728311.52,6443809.95,6984197.78,12556076.7,2391542.88,306733.19,2740368.62,7080,47114658.1,6351721.24,6553625.34,15480773.38,2162191.92,3626506.39,2713374.69,6919,47870111.46,6966014.67,7185382.32,13292449.79,2108048.34,597418.33,2912511.2,7079,50350037.4,9032474.97,7978891.96,10544723.56,2353572.77,5578502.15,3166941.73,7113,52942203.71,7108449.92,7956222.62,14072475.7,2610399.54,13568871,4820747.49
3899,Neillsville,990,5810132,1173993,863573,2368401,496119,11793,587388,961,5965155,1199791,893485,2162420,559394,82859,582845,945,5705190,1293687,863670,2451543,545501,31639,552104,954,5713199,1353308,827491,1365957,528816,486353,592719,949,5903169.35,1356292.02,860086.77,1664397.85,546426.28,79376.68,668317.79,956,5941597.16,1210941.34,945085.57,1567360.49,502055.82,327040.16,803241.93,875,6157380.66,1344204.41,969296.66,1569025.49,517077.8,515956.06,816370.3,872,6710325.24,1318414.31,1027086.54,1854440.72,697527.87,177056.04,796162.43,897,6520314.23,2019335.76,1012888.75,1748158.7,540413.71,1356892.48,747779.23
3906,Nekoosa,1249,7305068,1492303,1345569,2557168,960766,2279646,950890,1193,7483215,1615434,1474819,2608021,970541,1414624,887142,1178,7300019,1454079,1490570,2725784,935134,1697336,1022658,1142,7582487,1430767,1534505,2602077,1015392,1765729,881792,1153,7181925.91,1429799.05,1690118.37,2546864.91,958345.77,1806123.76,892265.97,1146,6748703.68,1317134.32,1640705.91,2588599.1,761636.88,1802713.46,802065.95,1094,7993478.04,1724987.16,1682178.54,3122672.01,945393.67,2104878.19,888486.8,1098,8526325.59,2502142.69,1854696.7,3111105.27,1093685.36,2074137.87,916237.99,1072,7624199.74,2683658.37,1864351.34,2526405.38,1102564.78,2092093.76,971666.33
3913,Neosho J3,218,1386900,156157,294363,303242,150091,18000,98489,207,1431517,204062,369009,372559,143992,18000,79061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,New Auburn,297,2023266,326865,567693,546349,121953,667134,162871,279,2050603,334216,541730,702655,113066,461048,155986,298,2031590,352015,545153,643070,122701,465808,162584,305,2146145,352361,549896,700762,219934,424044,165221,292,2327269.05,419479.59,594644.6,627408.01,167290.21,458662.61,150268.8,294,2232667.58,512359.65,654103.78,589234.34,171263.5,424485.56,164372.85,278,2271362.73,459735.42,679314.5,557419.55,263685.81,413812,165361.54,288,2442129.29,544510.76,701211.12,753766.24,187312.8,411012,188572.37,303,2882484.96,634337.57,693823.97,803827.8,250228.42,82035.67,203020.48
3925,New Berlin,4601,27613610,4834279,4003530,11778083,2634758,8632842,2308889,4586,28407420,5220598,4109311,12742984,2641578,10680919,1945477,4483,31063962,4800955,4435370,12012837,2725181,7906964,1842061,4478,30091925,4642432,4541914,11367522,2785092,6405394,2152142,4536,31756579.57,5472791.3,4361256.04,10617979.15,2832705.2,5728511.79,2252338.49,4573,30461834.61,5265921.87,4318069.19,10241077.11,2426981.65,5776113.11,2421288.83,4503,32774062.58,5443299.92,3956151.72,9575032.57,2585788.19,4922249.19,1954575.27,4472,34917391.6,5616687.53,4145327.82,10272792.76,3165309.81,10203725.88,2523265.1,4495,34208330.9,6295470.79,4217759.52,10716332.67,3364617.56,4708879.95,2905427.92
3934,New Glarus,877,5646411,1372685,1073718,1369228,662474,565663,494857,899,5622414,1539093,1118798,1440011,389809,977507,495446,894,6003922,1494447,1128514,1477909,371366,1346987,507675,922,6224408,1428865,1183238,1374093,264785,1442488,482273,931,6419620.25,1271400.11,1216524.92,1719490.8,357824.81,1954020.84,558146.87,950,6842866.14,1417460.69,1333792.3,1050718.92,880525.58,2224370.11,486598.95,914,6836733.78,1267914.12,1294653.23,1642630.32,214677.59,3069004.71,476356.16,899,7265417.3,1378958.56,1281982.6,1453291.41,316466.12,3179706.05,806319.76,889,7491014.76,1451323.01,1340230.45,1700467.13,348292.76,4032672.61,729634.18
3941,New Holstein,1158,7161110,1451509,1238567,1253533,623709,1141138,682864,1172,7166797,1419572,1300706,1287738,617251,1424198,641724,1169,6909406,1523041,1265048,1605610,585387,1504438,633324,1185,7147508,1574470,1303224,1851639,623321,1505939,656522,1182,7285489.09,1529968.45,1368305.87,1872245.38,559680.35,1928791.72,687931.21,1171,7273372.55,1674981.91,1353139.79,1625424.04,494306.84,1598007.41,661379.01,1135,7703885.3,1688602.4,1375636.94,1707986.06,573162.69,2115214.95,733281.6,1162,8522679.12,1582158.62,1393233.87,1845417.38,646090.28,1730845,894179.55,1183,8374429.55,1820039.95,1435599.81,1758709.38,1019941.79,1731245,988683.71
3948,New Lisbon,618,4560671,427341,714564,1178850,404864,690514,393897,605,4699176,440442,707900,1128583,423575,658000,363331,595,4822154,413608,774527,1043983,450595,660600,356367,633,4992931,446138,739119,1032163,436546,693205,368391,608,4545198.19,829265.73,765308.58,1672800.14,460845.98,158473.99,361382.3,608,5032400.55,463595.18,766328.5,1386499.72,418251.62,161538.69,390539.41,609,5557311.59,508132.21,746010.94,1363511.61,424336.91,158208.54,349794.41,607,5870432.93,574398.54,767409.82,1117403.48,466221.53,1075756.32,391195.7,597,5863582.39,715823.45,823643.95,1618170.62,571282.26,629069.31,492795.79
3955,New London,2468,14982456,2517143,2242535,4591133,843721,3213961,1302900,2432,15440986,2377327,2231009,3734191,1323477,3120118,1262597,2423,16096566,2379959,2125409,4135220,1354965,3282942,1216472,2442,16036898,2562906,2167332,3760364,1504160,3514700,1164349,2412,16003703.85,2775269.73,2450699.7,3301958.65,1351171.15,2756859.73,1215041.99,2389,15854289.34,2891656.89,2423354.34,3013014.57,1305453.72,2932315.48,1406261.53,2272,16626030.95,3022356.45,2545923.02,3116427.19,1040946.14,2999281.68,1149484.8,2367,18107891.5,3176477.92,2604660.28,3452842.61,1001416.96,3218868.24,1497101.27,2316,18671833,3381275.11,2732638.42,3561019.88,1481969.91,2062655.53,2014536.29
3962,New Richmond,3267,19757666,2367103,2428993,5729479,1534159,6528637,2190678,3342,20329351,2585536,2505162,5383960,1599911,6914938,2314578,3361,21224254,2541236,2579984,6237276,1714027,7685072,2241987,3461,22324883,2624747,2654740,6288211,1755118,7887741,2285601,3487,23604388.28,2781779.33,2870233.27,5826892.11,1999526.95,7530365.67,2364902.64,3600,24914603.62,2847058.8,2905090.15,6103748.61,1715982.21,9945901.21,2507789.39,3512,26447597.48,3277338.09,2926951.89,5296172.8,1991270.25,8496288.77,2528251.24,3645,27602837.35,3418083.05,2945433.46,6434367.79,2168339.43,7722417.08,3085283.45,3688,29099804.48,4007183.14,3220088.88,7360795.38,2247510.29,7713770.16,3940237.59
3969,Niagara,366,2375610,286577,703473,1131660,129170,7121,323774,375,2678361,324540,615381,884066,209723,46568,254205,368,2551243,370327,630554,752708,130407,150801,242747,336,2419017,499244,693393,987843,125443,174184,217678,340,2533452.13,557056.67,668751.27,784734.95,217589.48,192629.98,196965.25,343,2431658.67,555342.99,661621.06,750193.17,112927.43,171250,181668.54,335,2583367.58,589944.1,678859.93,803418.47,110470.93,341823.69,189302.48,339,2652728.7,657487.98,733097.65,782540.53,248789.1,254916.25,260642.88,353,2993122.65,760305.01,750586.75,814650.54,146325.23,367893.76,254261.13
2177,Nicolet UHS^,1096,10467136,2293315,2343031,3500048,1211930,1129730,2097206,1096,10460641,2216907,2167907,3741830,1096847,1315870,1841437,1068,10664617,2404509,2341120,3429904,861885,763967,1955987,1088,10979508,2476533,2615414,4030236,1013177,742836,1882040,1072,11182429.38,2446964.37,2436392.22,3842782.92,1024190.53,987793.36,2053714.44,1050,11008078.15,2048250.41,2070695.01,4266138.3,691442.2,1359210.35,1510995.64,1071,11452077.03,2339765.59,2013102.59,3621487.24,446097.02,1020052.18,1071405.73,1089,12166063.85,2363264.08,2170445.92,3804556.49,781530.98,2805390.62,1788300.01,1098,12560135.19,2585988.74,2355579.93,3813282.11,928789.29,6996797.57,1592362.68
3976,Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,North Cape,197,1396793,277702,405524,224357,104779,69768,62990,190,1398384,283485,466200,263793,100458,945,57726,184,1429119,272935,413235,251346,107098,39639,51434,198,1425203,263799,431029,234744,102972,30858,50413,209,1528747.51,282953.21,483586.53,292237.29,101388.71,28633.66,46526.66,199,1599610.21,275589.8,459391.81,299902.25,101553.72,159322.02,31224.49,193,1587236.18,324113.3,452759.45,360836.22,123932.78,290887.42,39009.89,193,1471020.74,396937.72,460928.69,292415.18,134663.38,0,2436.35,202,1559425.21,407163.01,459776.64,308086.21,115527.49,128341.93,20611.65
2016,North Crawford,451,3990501,457132,647583,817785,322166,0,270571,462,3566799,489226,703798,792887,333271,0,303956,466,3410960,455987,771075,711624,455869,55385,313688,478,3676579,497978,750144,814112,251098,110769,261304,489,4018546.62,530994.17,818079.37,804663.67,355086.47,110769,277806.68,473,4166512.06,585368.84,760601.1,777010.44,273140.95,110769,359586.48,441,4435326.56,750926.06,725260,773187.27,189724.91,110769,390924.99,434,4812541.67,701045.09,785165.77,822711.89,236036.29,223188,404970.03,450,5022279.02,698703.74,802976.41,970785.66,439163.74,612738.56,695902.56
3983,North Fond du Lac,1268,8692075,1070755,1238009,2418170,382850,1189447,766560,1332,9098151,1078430,1319993,1911865,378818,1090141,798607,1321,9318390,1242757,1477475,1740925,444270,1176133,777005,1355,9830707,1340261,1455631,1886670,489633,2295287,772349,1332,10102084.01,1437112.79,1539504.98,2052601.23,526415.99,2249798.79,745511.19,1400,11193384.7,1611950.57,1564756.87,2201565.01,393256.98,2168663.66,780559.39,1378,11205555.51,1842565.62,1756224.33,2652380.33,358251.52,2173780.22,891954.58,1387,12000958.74,2029061.58,1922700.16,2938920.95,477419.8,2253584.76,1174002.19,1412,12462142.2,2102067.72,2093889.17,3034399.4,658202.71,3865396.71,1058668.29
3514,North Lake,322,2233995,447420,426252,678487,153814,226233,172680,309,1915557,372029,436571,616979,148314,273918,161119,293,1945883,363250,476784,553000,155144,254819,157146,294,2054082,390955,459417,628677,147787,253669,162207,279,1938139.17,426637.29,473005.87,525847.11,145176.01,252368.76,178536.81,271,2036387.81,461683.08,488401.22,510690.14,137701.44,251023.76,128977.67,244,2011918.29,526224.01,543974.98,479784.04,157713.16,268438.76,148179.65,249,1955734.97,526412.09,581464.35,580420.27,162873.09,252418.76,173746.73,264,2124215.17,485896.42,595014.56,570555.27,164242.89,253600,175732.2
616,North Lakeland,153,1640910,250201,389050,636223,277420,192394,263735,137,1818540,268401,366575,498708,278528,221864,272010,148,1765609,409483,390474,533713,286362,220406,290515,134,1784081,439053,401395,518472,284511,223653,297024,131,1827141.77,401005.16,433599.47,482445.09,294625.29,200987.5,274006.88,129,1915905.12,378462.03,445609.62,579015.08,241572.17,200887.5,291664.55,133,1849424.02,371398.22,479019.74,476853.99,250079.62,201831.4,213616.71,125,2159737.64,389609.51,479849.62,1073655.78,259078.39,200237.5,221448,139,2134116.53,346113.96,534618.92,591568.22,271805.81,201075,360973.99
